Time,Value
0.1325,-0.0183
0.13275,-0.0167
0.133,-0.005
0.13325,-0.0067
0.1335,-0.005
0.13375,-0.005
0.134,-0.0167
0.13425,-0.015
0.1345,0.0067
0.13475,0.01
0.135,0.0833
0.13525,0.1067
0.1355,0.0333
0.13575,0.02
0.136,-0.365
0.13625,-0.4417
0.1365,-0.3283
0.13675,-0.3167
0.137,0.01
0.13725,0.0233
0.1375,0.2583
0.13775,0.27
0.138,0.04
0.13825,0.05
0.1385,0.1433
0.13875,0.0867
0.139,0.1683
0.13925,0.1667
0.1395,0.105
0.13975,0.13
0.14,0.1717
0.14025,0.2067
0.1405,0.1367
0.14075,0.1467
0.141,0.1383
0.14125,0.1367
0.1415,-0.0317
0.14175,-0.0417
0.142,-0.01
0.14225,-0.0067
0.1425,0.025
0.14275,0.0267
0.143,0.0033
0.14325,-0.005
0.1435,0.0283
0.14375,0.0283
0.144,0.1317
0.14425,0.1217
0.1445,-0.0933
0.14475,0.0567
0.145,0.1167
0.14525,0.12
0.1455,0.0867
0.14575,0.085
0.146,-0.0033
0.14625,-0.0083
0.1465,-0.1
0.14675,-0.1017
0.147,-0.16
0.14725,-0.1633
0.1475,-0.2
0.14775,-0.1883
0.148,-0.1033
0.14825,-0.1
0.1485,-0.065
0.14875,-0.0667
0.149,-0.04
0.14925,-0.0383
0.1495,-0.0017
0.14975,-0.0017
0.15,-0.0333
0.15025,-0.02
0.1505,0.0133
0.15075,0.0133
0.151,0.025
0.15125,0.0167
0.1515,-0.0867
0.15175,0.1783
0.152,-0.2433
0.15225,-0.2533
0.1525,-0.155
0.15275,-0.1483
0.153,-0.0217
0.15325,-0.0183
0.1535,0.0017
0.15375,0.0
0.154,-0.0167
0.15425,-0.02
0.1545,-0.005
0.15475,-0.0083
0.155,0.0
0.15525,-0.0033
0.1555,-0.015
0.15575,-0.0133
0.156,-0.0217
0.15625,-0.0217
0.1565,-0.025
0.15675,-0.0267
0.157,-0.0183
0.15725,-0.0217
0.1575,-0.0183
0.15775,-0.0183
0.158,-0.015
0.15825,-0.0167
0.1585,-0.0083
0.15875,-0.0067
0.159,0.0533
0.15925,0.055
0.1595,-0.105
0.15975,-0.0883
0.16,-0.04
0.16025,-0.0367
0.1605,-0.0033
0.16075,-0.0033
0.161,0.0017
0.16125,0.0017
0.1615,-0.0033
0.16175,-0.005
0.162,0.0
0.16225,-0.0017
0.1625,-0.0067
0.16275,-0.0067
0.163,-0.01
0.16325,-0.0067
0.1635,-0.015
0.16375,-0.01
0.164,-0.015
0.16425,-0.0083
0.1645,-0.0133
0.16475,-0.0083
0.165,-0.005
0.16525,-0.0083
0.1655,-0.0033
0.16575,-0.0033
0.166,-0.0067
0.16625,-0.0017
0.1665,-0.0067
0.16675,0.0
0.167,-0.0033
0.16725,-0.0017
0.1675,0.0033
0.16775,0.0033
0.168,0.0
0.16825,0.0
0.1685,0.005
0.16875,0.0033
0.169,-0.0017
0.16925,0.0
0.1695,-0.0033
0.16975,0.0
0.17,-0.0033
0.17025,0.0
0.1705,-0.0033
0.17075,0.0
0.171,-0.005
0.17125,0.0
0.1715,-0.005
0.17175,0.0
0.172,-0.0033
0.17225,0.0017
0.1725,-0.0033
0.17275,-0.0033
0.173,-0.0083
0.17325,-0.0067
0.1735,-0.0167
0.17375,-0.0133
0.174,-0.0167
0.17425,-0.0183
0.1745,-0.0133
0.17475,-0.0167
0.175,-0.0117
0.17525,-0.0117
0.1755,0.005
0.17575,0.0067
0.176,0.0217
0.17625,0.025
0.1765,0.0183
0.17675,0.0183
0.177,0.0617
0.17725,0.0633
0.1775,0.0733
0.17775,0.0617
0.178,0.0733
0.17825,0.0667
0.1785,0.0567
0.17875,0.07
0.179,0.05
0.17925,0.0433
0.1795,-0.1217
0.17975,-0.13
0.18,-0.2567
0.18025,-0.2367
0.1805,-0.31
0.18075,-0.3133
0.181,-0.175
0.18125,-0.1683
0.1815,-0.06
0.18175,-0.055
0.182,0.0567
0.18225,0.0617
0.1825,0.135
0.18275,0.185
0.183,0.125
0.18325,0.1467
0.1835,0.0933
0.18375,0.0917
0.184,0.1333
0.18425,0.1333
0.1845,0.1867
0.18475,0.17
0.185,0.0617
0.18525,0.06
0.1855,-0.0433
0.18575,-0.0483
0.186,-0.1633
0.18625,-0.1533
0.1865,-0.065
0.18675,-0.0317
0.187,-0.1083
0.18725,-0.1183
0.1875,-0.07
0.18775,-0.0683
0.188,0.0183
0.18825,0.0233
0.1885,0.0933
0.18875,0.0817
0.189,-0.025
0.18925,-0.0117
0.1895,0.0483
0.18975,0.0467
0.19,-0.0483
0.19025,-0.0583
0.1905,0.0067
0.19075,0.015
0.191,0.0983
0.19125,0.1
0.1915,0.2267
0.19175,0.18
0.192,-0.075
0.19225,-0.0633
0.1925,0.3217
0.19275,0.295
0.193,-0.2567
0.19325,0.01
0.1935,-0.0433
0.19375,-0.035
0.194,0.045
0.19425,0.05
0.1945,0.0833
0.19475,0.0583
0.195,0.1667
0.19525,0.1833
0.1955,0.155
0.19575,0.1117
0.196,0.1967
0.19625,0.3
0.1965,0.13
0.19675,0.0417
0.197,0.265
0.19725,0.2783
0.1975,0.375
0.19775,0.2867
0.198,0.1317
0.19825,0.1267
0.1985,0.0417
0.19875,0.0417
0.199,0.055
0.19925,0.055
0.1995,0.0467
0.19975,0.0467
0.2,0.0067
0.20025,0.0067
0.2005,-0.0133
0.20075,-0.0117
0.201,-0.0367
0.20125,-0.0367
0.2015,-0.045
0.20175,-0.0417
0.202,-0.0483
0.20225,-0.045
0.2025,-0.05
0.20275,-0.05
0.203,-0.0467
0.20325,-0.0467
0.2035,-0.0633
0.20375,-0.0633
0.204,-0.0583
0.20425,-0.0583
0.2045,-0.0533
0.20475,-0.0533
0.205,-0.0483
0.20525,-0.05
0.2055,-0.0583
0.20575,-0.0567
0.206,-0.0667
0.20625,-0.065
0.2065,-0.055
0.20675,-0.0583
0.207,-0.055
0.20725,-0.0533
0.2075,-0.0583
0.20775,-0.0567
0.208,-0.0517
0.20825,-0.0533
0.2085,-0.0483
0.20875,-0.0517
0.209,-0.045
0.20925,-0.0467
0.2095,-0.05
0.20975,-0.0467
0.21,-0.0433
0.21025,-0.0417
0.2105,-0.045
0.21075,-0.0417
0.211,-0.0383
0.21125,-0.0417
0.2115,-0.0367
0.21175,-0.0383
0.212,-0.0333
0.21225,-0.035
0.2125,-0.04
0.21275,-0.0383
0.213,-0.0433
0.21325,-0.04
0.2135,-0.0467
0.21375,-0.045
0.214,-0.0383
0.21425,-0.0383
0.2145,-0.0283
0.21475,-0.0283
0.215,-0.0217
0.21525,-0.0217
0.2155,-0.015
0.21575,-0.015
0.216,-0.005
0.21625,-0.0067
0.2165,0.0033
0.21675,0.0017
0.217,0.0067
0.21725,0.0067
0.2175,0.0133
0.21775,0.0133
0.218,-0.01
0.21825,-0.01
0.2185,0.0
0.21875,0.0
0.219,0.0083
0.21925,0.005
0.2195,-0.0133
0.21975,-0.0133
0.22,-0.0283
0.22025,-0.03
0.2205,-0.0217
0.22075,-0.0217
0.221,-0.005
0.22125,-0.005
0.2215,0.0
0.22175,0.0
0.222,-0.0067
0.22225,-0.0033
0.2225,-0.0167
0.22275,-0.0167
0.223,-0.03
0.22325,-0.03
0.2235,-0.0233
0.22375,-0.0217
0.224,-0.0083
0.22425,-0.0083
0.2245,-0.0033
0.22475,-0.0067
0.225,-0.02
0.22525,-0.0217
0.2255,-0.0317
0.22575,-0.0317
0.226,-0.0167
0.22625,-0.015
0.2265,0.0
0.22675,0.0
0.227,0.015
0.22725,0.0133
0.2275,0.0233
0.22775,0.0217
0.228,0.0267
0.22825,0.025
0.2285,0.0017
0.22875,0.0017
0.229,-0.0083
0.22925,-0.0067
0.2295,0.01
0.22975,0.0117
0.23,0.0217
0.23025,0.0233
0.2305,0.0383
0.23075,0.0383
0.231,0.0167
0.23125,0.015
0.2315,-0.05
0.23175,-0.0533
0.232,-0.03
0.23225,-0.0283
0.2325,0.0017
0.23275,0.0033
0.233,0.02
0.23325,0.02
0.2335,0.0167
0.23375,0.02
0.234,0.0333
0.23425,0.0333
0.2345,0.0583
0.23475,0.0617
0.235,0.0983
0.23525,0.1067
0.2355,0.075
0.23575,0.06
0.236,-0.04
0.23625,0.0217
0.2365,0.1883
0.23675,0.2017
0.237,0.285
0.23725,0.235
0.2375,0.11
0.23775,0.14
0.238,0.08
0.23825,0.075
0.2385,0.0583
0.23875,0.0683
0.239,0.0183
0.23925,0.0083
0.2395,-0.03
0.23975,-0.02
0.24,0.0233
0.24025,0.0267
0.2405,0.0083
0.24075,0.0067
0.241,-0.0117
0.24125,-0.0133
0.2415,0.03
0.24175,0.0317
0.242,0.0967
0.24225,0.095
0.2425,-0.1783
0.24275,-0.1967
0.243,-0.4417
0.24325,-0.4333
0.2435,-0.2217
0.24375,-0.2117
0.244,-0.0783
0.24425,-0.0717
0.2445,0.0117
0.24475,-0.04
0.245,0.0317
0.24525,0.0433
0.2455,-0.0633
0.24575,-0.075
0.246,-0.0233
0.24625,-0.02
0.2465,0.06
0.24675,0.0467
0.247,0.12
0.24725,0.125
0.2475,0.185
0.24775,0.1867
0.248,0.0967
0.24825,0.0067
0.2485,0.0867
0.24875,0.24
0.249,-0.2617
0.24925,-0.2667
0.2495,-0.2083
0.24975,-0.205
0.25,-0.1583
0.25025,0.1
